unique_id,true_label,true_cwe,code_len_chars,cwe_block_len,cert_block_len,flaw_block_len,stack_block_len,cwe_block_nonempty,cert_block_nonempty,flaw_block_nonempty,cert_is_fallback,cert_rule_ids,cwe_ids_shown,candidate_cwe_ids,n_flaw_hits,true_cwe_in_candidates,true_cwe_candidate_rank
183907,vulnerable,CWE-399,5785,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
179612,vulnerable,,531,2016,552,0,2570,True,True,False,False,ENV01-C;INT18-C;MEM10-C;ARR00-C;ERR07-C,190;119;787;125;120,190;119;787;125;120;20,0,False,
180825,vulnerable,CWE-362,3668,2246,510,303,3063,True,True,True,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,1,False,
185326,vulnerable,CWE-79,130,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
185976,vulnerable,CWE-79,2995,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
185114,vulnerable,CWE-119,40,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,True,1
178602,vulnerable,CWE-119,302,0,224,446,672,False,True,True,False,FIO30-C;FIO47-C,,134,2,False,
185238,vulnerable,CWE-119,263,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,True,1
181397,vulnerable,CWE-119,1115,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,True,1
185125,vulnerable,CWE-119,251,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,True,1
178356,vulnerable,CWE-20,208,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,True,5
177803,vulnerable,CWE-17,411,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
53312,vulnerable,CWE-388,3218,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
183051,vulnerable,CWE-189,1447,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
178183,vulnerable,CWE-362,569,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
182416,vulnerable,CWE-125,2035,2246,510,422,3182,True,True,True,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,2,True,3
66318,vulnerable,CWE-674,239,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
181051,vulnerable,CWE-125,1100,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,True,3
182060,vulnerable,CWE-20,2153,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,True,5
4540,secure,,97,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
165881,secure,,1332,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
163873,secure,,316,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
71774,secure,,5012,2246,510,355,3115,True,True,True,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,1,False,
169289,secure,,254,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
22304,secure,,726,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
148566,secure,,286,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
134604,secure,,57,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
168751,secure,,282,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
38251,secure,,140,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
68119,secure,,691,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
92981,secure,,326,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
108048,secure,,389,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
86085,secure,,356,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
174242,secure,,2134,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
159030,secure,,2172,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
19967,secure,,956,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
143229,secure,,372,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
72005,secure,,4435,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
125798,secure,,90,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
104395,secure,,214,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
106855,secure,,437,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
24630,secure,,269,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
21365,secure,,376,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
84824,secure,,228,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
2795,secure,,3819,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
120384,secure,,50,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
148687,secure,,105,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
47724,secure,,244,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
40201,secure,,289,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
81788,secure,,154,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
87,secure,,1325,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
20974,secure,,758,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
157783,secure,,329,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
39298,secure,,153,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
76878,secure,,172,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
1982,secure,,143,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
52015,secure,,320,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
74458,secure,,304,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
79696,secure,,507,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
138774,secure,,131,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
32484,secure,,281,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
26953,secure,,933,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
8467,secure,,455,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
30180,secure,,98,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
174050,secure,,50,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
134178,secure,,54,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
173859,secure,,1054,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
78906,secure,,716,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
10628,secure,,90,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
91124,secure,,638,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
80100,secure,,418,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
41532,secure,,2426,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
75842,secure,,575,2246,510,641,3401,True,True,True,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,120;119;787;125;20,120;119;787;125;20;126,3,False,
38776,secure,,592,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
136922,secure,,225,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
133548,secure,,235,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
81444,secure,,754,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
17362,secure,,1252,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
26648,secure,,497,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
102376,secure,,1567,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
126053,secure,,413,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
99095,secure,,123,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
40647,secure,,545,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
136258,secure,,1236,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
82741,secure,,438,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
48117,secure,,1858,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
171593,secure,,477,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
158156,secure,,53,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
49163,secure,,162,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
126551,secure,,408,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
89548,secure,,105,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
90352,secure,,2362,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
26773,secure,,581,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
154666,secure,,344,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
109013,secure,,259,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
100303,secure,,177,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
7475,secure,,541,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
88590,secure,,1963,2246,510,1321,4081,True,True,True,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,8,False,
109073,secure,,259,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
89729,secure,,491,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
172075,secure,,468,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
155664,secure,,90,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
63286,secure,,445,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
67566,secure,,8695,2246,510,1694,4454,True,True,True,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20;134,12,False,
38002,secure,,435,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
18612,secure,,566,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
1373,secure,,1172,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,787;125;119;120;20,787;125;119;120;20,0,False,
110340,secure,,303,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
133704,secure,,506,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
143602,secure,,914,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
165575,secure,,1099,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
49928,secure,,218,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
69939,secure,,447,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
76444,secure,,321,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
52644,secure,,991,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
155891,secure,,386,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
8680,secure,,2352,2246,510,491,3251,True,True,True,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,787;125;119;120;20,787;125;119;120;20;126,2,False,
9005,secure,,133,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
151244,secure,,142,2246,510,0,2758,True,True,False,False,ENV01-C;MEM10-C;ARR00-C;ERR07-C;FIO30-C,119;787;125;120;20,119;787;125;120;20,0,False,
