unique_id,n_hits,any_hit,check_ids
23739,1,True,insecure-use-memset
23875,1,True,insecure-use-string-copy-fn
23955,1,True,insecure-use-string-copy-fn
23997,1,True,insecure-use-memset
24001,1,True,insecure-use-memset
24079,2,True,insecure-use-memset
24877,1,True,insecure-use-memset
24957,2,True,insecure-use-string-copy-fn
25061,1,True,insecure-use-memset
26569,1,True,insecure-use-memset
26831,1,True,insecure-use-memset
27324,2,True,insecure-use-string-copy-fn
27485,1,True,insecure-use-string-copy-fn
27988,3,True,insecure-use-memset
28050,1,True,insecure-use-memset
28135,1,True,insecure-use-memset
28137,1,True,insecure-use-memset
28225,1,True,insecure-use-memset
28238,4,True,insecure-use-memset
28360,2,True,insecure-use-memset
28600,1,True,insecure-use-memset
28903,2,True,insecure-use-memset
28985,2,True,insecure-use-memset
29045,1,True,insecure-use-memset
29056,2,True,insecure-use-memset
29387,1,True,insecure-use-memset
29469,1,True,insecure-use-memset
29500,2,True,insecure-use-memset
29701,1,True,insecure-use-memset
29951,1,True,insecure-use-memset
30023,1,True,insecure-use-memset
30520,1,True,insecure-use-memset
30538,2,True,insecure-use-memset
30653,1,True,insecure-use-string-copy-fn
30739,1,True,insecure-use-memset
30984,1,True,insecure-use-memset
31127,2,True,insecure-use-memset
31528,1,True,insecure-use-memset
31530,2,True,insecure-use-memset;insecure-use-string-copy-fn
31695,1,True,insecure-use-memset
32271,1,True,insecure-use-memset
32485,1,True,insecure-use-memset
32491,1,True,insecure-use-memset
32561,1,True,insecure-use-memset
33086,1,True,insecure-use-string-copy-fn
33333,1,True,insecure-use-memset
33602,2,True,insecure-use-memset
33857,2,True,function-use-after-free
34090,1,True,insecure-use-memset
34333,1,True,insecure-use-memset
34372,1,True,insecure-use-memset
34596,1,True,insecure-use-memset
34824,1,True,insecure-use-string-copy-fn
35027,1,True,insecure-use-memset
35359,1,True,insecure-use-string-copy-fn
35576,1,True,insecure-use-memset
35626,1,True,insecure-use-memset
35804,1,True,insecure-use-memset
35858,1,True,insecure-use-memset
35893,1,True,insecure-use-memset
36049,2,True,insecure-use-memset
36139,1,True,insecure-use-memset
36141,2,True,insecure-use-memset
36160,1,True,insecure-use-memset
36424,1,True,insecure-use-memset
36588,1,True,insecure-use-memset
36591,1,True,insecure-use-string-copy-fn
36621,1,True,insecure-use-memset
36670,1,True,insecure-use-memset
36714,1,True,insecure-use-memset
36867,1,True,insecure-use-memset
36956,3,True,insecure-use-memset;insecure-use-strcat-fn
37760,1,True,insecure-use-memset
38468,1,True,insecure-use-memset
38469,1,True,insecure-use-memset
38488,1,True,insecure-use-memset
38525,2,True,insecure-use-memset
38700,1,True,insecure-use-memset
38736,2,True,insecure-use-string-copy-fn
39130,2,True,insecure-use-memset
39297,1,True,insecure-use-string-copy-fn
40225,2,True,insecure-use-memset
40356,1,True,insecure-use-memset
40615,1,True,insecure-use-memset
40787,1,True,insecure-use-memset
41244,2,True,insecure-use-memset;insecure-use-string-copy-fn
41284,1,True,insecure-use-memset
41366,1,True,insecure-use-memset
41370,1,True,insecure-use-memset
41398,1,True,insecure-use-memset
41402,1,True,insecure-use-memset
42080,1,True,insecure-use-memset
42301,1,True,insecure-use-memset
42309,1,True,insecure-use-string-copy-fn
42403,2,True,insecure-use-string-copy-fn
42549,2,True,insecure-use-memset
43330,1,True,insecure-use-memset
43337,2,True,insecure-use-string-copy-fn
43338,6,True,incorrect-use-ato-fn;insecure-use-string-copy-fn
43345,6,True,insecure-use-memset;insecure-use-string-copy-fn
43492,2,True,insecure-use-memset
43559,2,True,insecure-use-memset
43870,3,True,insecure-use-string-copy-fn
44213,1,True,insecure-use-memset
44318,1,True,insecure-use-memset
44559,2,True,insecure-use-strcat-fn
44661,4,True,insecure-use-memset;insecure-use-string-copy-fn
44928,2,True,insecure-use-memset
44941,2,True,insecure-use-memset
44943,1,True,insecure-use-memset
45165,1,True,insecure-use-memset
45267,2,True,insecure-use-memset
45425,1,True,insecure-use-memset
45434,2,True,insecure-use-memset
45575,1,True,insecure-use-memset
45961,1,True,insecure-use-memset
45971,6,True,double-free;function-use-after-free
46348,1,True,insecure-use-memset
46616,1,True,insecure-use-memset
46675,3,True,insecure-use-memset
46796,1,True,insecure-use-memset
47309,1,True,insecure-use-memset
47314,1,True,insecure-use-memset
47390,1,True,insecure-use-memset
47405,1,True,insecure-use-memset
47807,1,True,insecure-use-memset
47808,1,True,insecure-use-memset
47926,1,True,insecure-use-memset
48003,1,True,insecure-use-memset
48229,2,True,insecure-use-string-copy-fn
48270,29,True,incorrect-use-ato-fn;insecure-use-string-copy-fn;insecure-use-strtok-fn
48284,6,True,insecure-use-memset;insecure-use-strcat-fn;insecure-use-string-copy-fn
49134,1,True,insecure-use-string-copy-fn
49309,2,True,insecure-use-memset
49415,1,True,insecure-use-memset
49893,1,True,insecure-use-memset
49931,1,True,insecure-use-memset
50753,1,True,insecure-use-memset
50866,1,True,insecure-use-memset
51470,2,True,insecure-use-memset
51916,1,True,insecure-use-memset
52475,1,True,insecure-use-memset
52629,1,True,insecure-use-memset
52739,1,True,insecure-use-memset
53273,1,True,incorrect-use-ato-fn
53404,2,True,insecure-use-memset
53565,2,True,insecure-use-memset
53884,1,True,insecure-use-string-copy-fn
53937,1,True,insecure-use-memset
54226,1,True,insecure-use-memset
54390,1,True,insecure-use-string-copy-fn
54608,1,True,insecure-use-string-copy-fn
54672,2,True,insecure-use-memset;insecure-use-string-copy-fn
54707,1,True,insecure-use-memset
54814,1,True,insecure-use-memset
55718,1,True,insecure-use-memset
55818,1,True,insecure-use-memset
55968,1,True,insecure-use-memset
56280,1,True,insecure-use-memset
56366,1,True,insecure-use-memset
56899,1,True,insecure-use-memset
57413,1,True,insecure-use-memset
57505,1,True,insecure-use-memset
57517,1,True,insecure-use-memset
57566,1,True,insecure-use-memset
57784,1,True,insecure-use-memset
57959,1,True,insecure-use-memset
58378,1,True,insecure-use-memset
58419,1,True,insecure-use-memset
58456,3,True,incorrect-use-ato-fn
58471,1,True,insecure-use-string-copy-fn
58982,1,True,insecure-use-memset
59105,1,True,insecure-use-memset
59204,1,True,insecure-use-memset
59241,3,True,double-free;function-use-after-free
59323,1,True,insecure-use-string-copy-fn
59328,1,True,insecure-use-memset
59330,1,True,insecure-use-memset
60000,1,True,insecure-use-memset
60145,1,True,insecure-use-memset
60383,2,True,insecure-use-memset
60433,2,True,insecure-use-memset
60592,1,True,insecure-use-memset
60640,1,True,insecure-use-string-copy-fn
60688,2,True,insecure-use-memset
60815,2,True,incorrect-use-ato-fn
61057,1,True,insecure-use-string-copy-fn
61227,1,True,insecure-use-string-copy-fn
61896,1,True,incorrect-use-ato-fn
62061,1,True,insecure-use-memset
62172,1,True,insecure-use-memset
62272,1,True,insecure-use-string-copy-fn
62273,1,True,insecure-use-string-copy-fn
62419,1,True,insecure-use-memset
63418,2,True,insecure-use-memset
63478,1,True,insecure-use-memset
63830,1,True,insecure-use-string-copy-fn
64138,1,True,incorrect-use-sscanf-fn
65145,1,True,insecure-use-memset
65167,1,True,insecure-use-memset
65949,2,True,insecure-use-memset
66045,1,True,insecure-use-memset
66068,1,True,insecure-use-memset
66438,4,True,incorrect-use-ato-fn
66684,1,True,insecure-use-memset
67021,1,True,insecure-use-memset
67063,1,True,insecure-use-memset
67221,1,True,insecure-use-memset
67225,1,True,insecure-use-memset
67491,1,True,insecure-use-string-copy-fn
67648,1,True,insecure-use-memset
67768,1,True,insecure-use-memset
67777,1,True,insecure-use-memset
67823,2,True,insecure-use-memset
67987,1,True,insecure-use-memset
68094,1,True,insecure-use-string-copy-fn
68183,1,True,insecure-use-memset
68496,1,True,insecure-use-memset
69196,1,True,insecure-use-memset
69894,1,True,insecure-use-memset
70402,1,True,insecure-use-strcat-fn
70559,1,True,insecure-use-memset
70612,2,True,insecure-use-memset
70945,1,True,insecure-use-memset
71157,1,True,insecure-use-memset
71323,1,True,insecure-use-memset
71368,1,True,insecure-use-memset
71435,1,True,function-use-after-free
71852,1,True,insecure-use-memset
72117,1,True,insecure-use-memset
72191,1,True,insecure-use-memset
72386,1,True,insecure-use-memset
73167,1,True,incorrect-use-ato-fn
73566,1,True,insecure-use-string-copy-fn
73779,1,True,insecure-use-memset
73792,2,True,insecure-use-string-copy-fn
73830,1,True,insecure-use-memset
73844,4,True,insecure-use-memset;insecure-use-strcat-fn
74135,1,True,insecure-use-memset
74277,1,True,insecure-use-string-copy-fn
74572,5,True,insecure-use-string-copy-fn
75164,1,True,insecure-use-memset
75342,1,True,insecure-use-memset
75597,1,True,incorrect-use-ato-fn
75644,1,True,insecure-use-string-copy-fn
75655,1,True,insecure-use-string-copy-fn
75679,1,True,insecure-use-memset
75842,2,True,insecure-use-strcat-fn;insecure-use-string-copy-fn
75958,1,True,insecure-use-string-copy-fn
76266,1,True,insecure-use-memset
76267,1,True,insecure-use-memset
76290,1,True,insecure-use-memset
76660,1,True,insecure-use-string-copy-fn
76661,1,True,insecure-use-strcat-fn
76702,1,True,insecure-use-string-copy-fn
77109,2,True,insecure-use-memset
77243,1,True,insecure-use-memset
77466,1,True,insecure-use-memset
77531,1,True,insecure-use-memset
77707,1,True,insecure-use-memset
77967,1,True,insecure-use-memset
77993,3,True,insecure-use-memset
78051,1,True,incorrect-use-ato-fn
78068,1,True,insecure-use-string-copy-fn
78570,3,True,insecure-use-memset
78798,1,True,insecure-use-string-copy-fn
79258,6,True,insecure-use-memset
79260,6,True,insecure-use-memset
79267,1,True,insecure-use-memset
79362,1,True,incorrect-use-ato-fn
79517,2,True,insecure-use-string-copy-fn
79659,1,True,insecure-use-memset
79910,1,True,insecure-use-memset
80615,1,True,insecure-use-memset
81238,4,True,insecure-use-string-copy-fn
81250,2,True,insecure-use-memset
81493,1,True,insecure-use-memset
81644,1,True,insecure-use-memset
81949,1,True,insecure-use-printf-fn
81977,4,True,incorrect-use-ato-fn
82649,1,True,insecure-use-memset
82668,1,True,insecure-use-memset
82793,2,True,insecure-use-memset
82823,1,True,insecure-use-memset
82887,15,True,double-free;function-use-after-free;insecure-use-string-copy-fn
83019,1,True,insecure-use-string-copy-fn
83974,1,True,insecure-use-memset
84353,1,True,insecure-use-memset
84437,1,True,insecure-use-memset
84848,3,True,insecure-use-memset
85001,2,True,insecure-use-memset;insecure-use-string-copy-fn
85147,1,True,insecure-use-memset
86247,1,True,insecure-use-memset
86634,1,True,insecure-use-memset
87188,1,True,insecure-use-memset
87250,1,True,insecure-use-memset
87258,1,True,insecure-use-memset
88143,1,True,insecure-use-memset
88425,1,True,insecure-use-memset
88461,1,True,insecure-use-memset
88590,2,True,incorrect-use-ato-fn
88679,1,True,insecure-use-memset
88682,1,True,insecure-use-memset
88705,1,True,insecure-use-memset
88788,1,True,insecure-use-memset
88789,1,True,insecure-use-string-copy-fn
88815,1,True,insecure-use-memset
88883,2,True,insecure-use-memset
89038,1,True,insecure-use-memset
89256,1,True,insecure-use-memset
89267,1,True,insecure-use-memset
89276,2,True,insecure-use-memset
89481,1,True,insecure-use-strcat-fn
89807,1,True,insecure-use-memset
89845,3,True,incorrect-use-ato-fn
89847,3,True,incorrect-use-ato-fn
89916,1,True,insecure-use-memset
89941,1,True,insecure-use-memset
90337,1,True,insecure-use-memset
90350,2,True,insecure-use-memset
90352,3,True,insecure-use-memset
90359,2,True,insecure-use-memset
90374,3,True,insecure-use-memset
90623,7,True,insecure-use-memset
90643,1,True,insecure-use-memset
90764,1,True,insecure-use-memset
90895,1,True,insecure-use-memset
90962,12,True,incorrect-use-ato-fn
90967,1,True,incorrect-use-ato-fn
90989,1,True,incorrect-use-ato-fn
91017,1,True,incorrect-use-ato-fn
91051,2,True,incorrect-use-ato-fn
91061,4,True,incorrect-use-ato-fn
91321,1,True,insecure-use-string-copy-fn
91341,1,True,insecure-use-memset
91371,1,True,insecure-use-memset
91832,1,True,use-after-free
92433,1,True,insecure-use-memset
92763,1,True,insecure-use-memset
92779,1,True,insecure-use-memset
92827,2,True,insecure-use-memset;insecure-use-string-copy-fn
92835,1,True,insecure-use-memset
92903,2,True,insecure-use-memset
92924,1,True,insecure-use-memset
92930,2,True,insecure-use-memset
93230,1,True,insecure-use-memset
93249,1,True,insecure-use-string-copy-fn
93254,1,True,insecure-use-memset
93375,1,True,insecure-use-memset
93504,2,True,insecure-use-strtok-fn
93809,1,True,insecure-use-memset
94216,10,True,incorrect-use-ato-fn
94378,2,True,insecure-use-memset
95220,1,True,insecure-use-memset
95271,1,True,insecure-use-string-copy-fn
95496,1,True,insecure-use-memset
95513,1,True,insecure-use-memset
95586,1,True,insecure-use-strcat-fn
95624,1,True,insecure-use-memset
95686,7,True,insecure-use-string-copy-fn
95791,2,True,insecure-use-string-copy-fn
95802,1,True,insecure-use-string-copy-fn
95888,1,True,incorrect-use-ato-fn
96142,1,True,insecure-use-memset
96199,1,True,incorrect-use-ato-fn
96386,1,True,insecure-use-memset
96515,2,True,insecure-use-memset
96520,2,True,insecure-use-memset
96526,2,True,insecure-use-memset
96529,2,True,insecure-use-memset
96708,1,True,insecure-use-memset
96750,1,True,insecure-use-memset
97562,1,True,insecure-use-memset
99028,1,True,insecure-use-memset
99373,1,True,insecure-use-memset
100979,1,True,insecure-use-memset
108091,1,True,insecure-use-memset
110436,1,True,insecure-use-memset
110459,1,True,insecure-use-memset
110469,1,True,insecure-use-memset
113667,1,True,insecure-use-memset
117333,1,True,insecure-use-memset
117986,1,True,incorrect-use-ato-fn
127570,1,True,insecure-use-memset
129260,1,True,insecure-use-memset
140709,1,True,insecure-use-memset
140727,1,True,insecure-use-memset
148709,2,True,insecure-use-memset
148726,2,True,insecure-use-memset
148937,1,True,insecure-use-memset
149094,1,True,insecure-use-memset
149129,1,True,insecure-use-memset
159985,1,True,insecure-use-memset
163064,1,True,insecure-use-memset
163580,2,True,insecure-use-strcat-fn;insecure-use-string-copy-fn
163606,1,True,insecure-use-memset
164449,1,True,insecure-use-memset
164541,1,True,insecure-use-memset
169811,1,True,insecure-use-memset
169814,1,True,insecure-use-memset
169912,1,True,insecure-use-memset
171786,1,True,insecure-use-memset
171803,1,True,insecure-use-memset
172220,1,True,insecure-use-memset
172255,1,True,insecure-use-memset
172272,1,True,insecure-use-memset
172319,1,True,insecure-use-memset
172688,1,True,insecure-use-memset
173496,1,True,insecure-use-memset
173823,2,True,insecure-use-memset
174061,2,True,incorrect-use-ato-fn;insecure-use-string-copy-fn
174402,1,True,insecure-use-memset
174419,1,True,insecure-use-memset
175263,2,True,insecure-use-memset
175278,2,True,insecure-use-memset
175281,2,True,insecure-use-memset
175632,1,True,insecure-use-memset
175636,4,True,insecure-use-memset
175825,1,True,insecure-use-memset
176510,1,True,insecure-use-string-copy-fn
176565,1,True,insecure-use-memset
177064,2,True,insecure-use-memset
177103,4,True,insecure-use-memset
177159,2,True,insecure-use-memset
177745,1,True,insecure-use-memset
177815,1,True,insecure-use-memset
178054,1,True,insecure-use-memset
178092,1,True,insecure-use-string-copy-fn
178100,1,True,insecure-use-memset
178123,2,True,insecure-use-memset
178323,1,True,insecure-use-memset
178401,2,True,incorrect-use-ato-fn
178458,1,True,insecure-use-memset
178511,5,True,incorrect-use-ato-fn
178525,1,True,insecure-use-memset
178755,1,True,insecure-use-memset
178909,1,True,insecure-use-memset
179136,3,True,insecure-use-memset
179273,19,True,insecure-use-strcat-fn;insecure-use-string-copy-fn
179356,2,True,insecure-use-memset
179636,15,True,incorrect-use-ato-fn;insecure-use-string-copy-fn
179651,1,True,insecure-use-memset
179679,1,True,insecure-use-memset
179705,1,True,insecure-use-string-copy-fn
179881,1,True,double-free
179963,1,True,insecure-use-memset
180046,33,True,insecure-use-string-copy-fn
180329,1,True,insecure-use-memset
180338,1,True,insecure-use-memset
180508,2,True,insecure-use-memset
180601,1,True,insecure-use-string-copy-fn
180642,1,True,insecure-use-memset
180780,1,True,insecure-use-memset
180842,1,True,insecure-use-memset
180885,1,True,incorrect-use-ato-fn
180886,1,True,insecure-use-memset
181054,1,True,insecure-use-string-copy-fn
181346,1,True,insecure-use-memset
181393,1,True,insecure-use-memset
181419,2,True,insecure-use-memset
181421,2,True,insecure-use-memset
181499,4,True,insecure-use-memset
181611,1,True,insecure-use-memset
181947,2,True,insecure-use-memset
181957,3,True,insecure-use-memset
182001,2,True,function-use-after-free
182117,5,True,insecure-use-memset
182197,1,True,insecure-use-string-copy-fn
182217,2,True,incorrect-use-ato-fn
182369,1,True,insecure-use-memset
182393,1,True,insecure-use-memset
182398,1,True,insecure-use-string-copy-fn
182402,1,True,double-free
182718,1,True,insecure-use-memset
182732,1,True,insecure-use-memset
182770,2,True,insecure-use-string-copy-fn
182834,1,True,insecure-use-memset
182922,20,True,function-use-after-free;use-after-free
182923,20,True,function-use-after-free;use-after-free
183133,1,True,insecure-use-memset
183238,1,True,insecure-use-memset
183242,1,True,insecure-use-memset
183369,1,True,insecure-use-memset
183419,1,True,insecure-use-string-copy-fn
185297,1,True,insecure-use-memset
186788,2,True,insecure-use-memset
186903,2,True,insecure-use-memset
186923,2,True,insecure-use-memset
187473,1,True,insecure-use-memset
187563,2,True,insecure-use-memset
187723,1,True,insecure-use-memset
187747,11,True,incorrect-use-sscanf-fn
187775,21,True,incorrect-use-ato-fn;insecure-use-memset
187782,17,True,insecure-use-memset
187799,2,True,insecure-use-memset
187901,1,True,insecure-use-memset
188128,2,True,insecure-use-memset
188615,2,True,insecure-use-memset
